iter	TotalF1	MultiClass
245	0.9899598447	0.0659554171
246	0.9899750759	0.06584283666
247	0.9899898235	0.0653185867
248	0.9901132598	0.065170811
249	0.9901133377	0.06497385072
250	0.9901914449	0.06475352558
251	0.9902233305	0.06443910877
252	0.9902086032	0.06419705982
253	0.990377352	0.06389449359
254	0.9904560004	0.06355059831
255	0.9905194157	0.0631656094
256	0.9906827812	0.06279351353
257	0.9906531822	0.06236385293
258	0.9906534759	0.0620122299
259	0.9906969711	0.0616872942
260	0.9907606633	0.06148438845
261	0.9907898305	0.06129740229
262	0.9907744005	0.06104895053
263	0.9908348643	0.06054692881
264	0.9909541187	0.06030109332
265	0.9909690275	0.06015342523
266	0.9909595129	0.0596872108
267	0.9909595129	0.05950082994
268	0.9910037173	0.05929018299
269	0.9909740856	0.05916499871
270	0.9910038021	0.05889162174
271	0.9910038021	0.05872894203
272	0.9910232968	0.05842066573
273	0.9910087365	0.05824172343
274	0.9910524105	0.05804760137
275	0.9910528464	0.05782179483
276	0.9911419744	0.05748813598
277	0.9912350457	0.05715703959
278	0.9914167192	0.05694533671
279	0.9914017569	0.05677402129
280	0.9914646136	0.05653674754
281	0.991509492	0.05631007675
282	0.9914936695	0.05606870036
283	0.9916749422	0.05586374666
284	0.9915088676	0.05569444557
285	0.9915530793	0.05538930005
286	0.9915976792	0.05514036741
287	0.9916271663	0.05491724104
288	0.9916129846	0.05470840328
289	0.9916563257	0.05452327339
290	0.9915630155	0.05418171864
291	0.9917486962	0.05386572131
292	0.9917340146	0.05372871
293	0.9917485176	0.0535074399
294	0.9917779964	0.05335948597
295	0.9917630974	0.05316568002
296	0.9917481287	0.05308069823
297	0.9917630974	0.05291058669
298	0.9916750435	0.05268581254
299	0.9917045264	0.05249456569
300	0.9919682741	0.05217469775
301	0.991881221	0.05205612813
302	0.9919109726	0.05182012553
303	0.9919255251	0.05162186384
304	0.9919400446	0.05152947712
305	0.9919255251	0.05137838569
306	0.9919401684	0.0512280677
307	0.991954624	0.05105798642
308	0.9919251374	0.05089627521
309	0.9919694796	0.0507522625
310	0.9919985562	0.05040487662
311	0.9918958468	0.05019789178
312	0.9921755712	0.05001418101
313	0.9922347639	0.04984195425
314	0.9923077337	0.04955152107
315	0.9923077337	0.04943972753
316	0.9924251999	0.04926837175
317	0.9924396576	0.04903111818
318	0.9925437125	0.04890430629
319	0.9924987234	0.04869469509
320	0.9926317904	0.04848907891
321	0.9926317745	0.04826126141
322	0.9928109992	0.04815053052
323	0.9928891025	0.04783401531
324	0.9929628029	0.04754008143
325	0.9929775171	0.04728789358
326	0.9929775171	0.04712699617
327	0.9930118523	0.04694410592
328	0.9929630365	0.04673494197
329	0.9929774748	0.04664396092
330	0.9929774748	0.04657629764
331	0.9929774748	0.04641159016
332	0.9930554648	0.04623345493
333	0.9930260448	0.0459198452
334	0.993069134	0.04577734577
335	0.9930840921	0.04560661211
336	0.993054955	0.0454637663
337	0.9930408556	0.04534751703
338	0.9930408556	0.04520291583
339	0.9930405556	0.04508720461
340	0.9931130679	0.04494637986
341	0.9931130679	0.04473910581
342	0.9930986309	0.04460545059
343	0.9931272137	0.0444468298
344	0.9931422844	0.04423947841
345	0.9931567218	0.04412265073
346	0.9931566602	0.04403417834
347	0.9931710854	0.04389229767
348	0.9931713593	0.04374180145
349	0.9932004686	0.04359235107
350	0.993214836	0.04342432111
351	0.993214836	0.04329873666
352	0.9932451239	0.04308370795
353	0.993229223	0.04298672763
354	0.9932150593	0.04290105646
355	0.9932294463	0.04282237996
356	0.9933991475	0.0425807749
357	0.9934423039	0.04245772265
358	0.9934710458	0.04239675475
359	0.9934760457	0.0422766685
360	0.993442019	0.04220558524
361	0.9934432919	0.04204042377
362	0.9934773187	0.04189112808
363	0.9934773187	0.04177711508
364	0.993491701	0.0416668987
365	0.9935501755	0.04138180903
366	0.9936712432	0.04122548169
367	0.9936858233	0.04114696997
368	0.9937449842	0.04100765512
369	0.9937449842	0.04091434027
370	0.993745281	0.04077591657
371	0.9938369599	0.04067232831
372	0.9938512984	0.04059243447
373	0.993895297	0.04050571746
374	0.9939689947	0.0403734679
375	0.9939833212	0.04026836637
376	0.9939833212	0.04014423129
377	0.9943094727	0.03989783421
378	0.9943094727	0.03983021802
379	0.9944015238	0.03966872202
380	0.9944015132	0.03959284675
381	0.9943094727	0.03951127822
382	0.9944015238	0.03944462379
383	0.9943292949	0.03929416793
384	0.9943292949	0.03923000199
385	0.9943292949	0.03916073802
386	0.9943292949	0.03904541016
387	0.9943579516	0.03890140754
388	0.9944169446	0.03881954645
389	0.9944312576	0.03872935229
390	0.9944596147	0.03855397795
391	0.9944452993	0.03840548933
392	0.9945034993	0.038336185
393	0.9945178148	0.03826925146
394	0.994532388	0.03815070202
395	0.9945466954	0.03805770664
396	0.9946197445	0.03787119127
397	0.9946197445	0.03773993038
398	0.9946054492	0.03762247721
399	0.9946197499	0.03750489963
400	0.9947491772	0.03739406785
401	0.9947493743	0.03732220442
402	0.9947636616	0.03725680769
403	0.9947977819	0.03715575836
404	0.9947977819	0.03705745644
405	0.9947694872	0.03696146815
406	0.9947840289	0.03684378632
407	0.9948707669	0.03671367887
408	0.9948562836	0.0366095122
409	0.9948705695	0.0365358194
410	0.9948705695	0.03646674038
411	0.9948850461	0.03638300956
412	0.994919049	0.03628363827
413	0.994919049	0.03621628102
414	0.994919049	0.03618111266
415	0.994919049	0.03612703854
416	0.9949333055	0.03603983057
417	0.9949333055	0.0359695443
418	0.9949333055	0.0358684378
419	0.9950251221	0.03577261764
420	0.9950393881	0.03570479296
421	0.995053642	0.03564033109
422	0.995053642	0.03554399979
423	0.9950678947	0.03539818462
424	0.9950678947	0.03532631446
425	0.9950678947	0.03523602614
426	0.9950678947	0.03513551486
427	0.9950678947	0.0350963313
428	0.9950678947	0.03503138182
429	0.9950678947	0.03497840398
430	0.995053642	0.03489793509
431	0.9950393881	0.03482097027
432	0.9950393881	0.03476937118
433	0.9950393881	0.03466758203
434	0.9950393881	0.03461680347
435	0.9950679	0.03454875011
436	0.995082349	0.03445744958
437	0.9951108481	0.0344013914
438	0.9951108481	0.03431959084
439	0.9951250743	0.03430169728
440	0.9951250743	0.03424099168
441	0.9951393154	0.03417056417
442	0.9951250743	0.03414303278
443	0.9952157262	0.03405742551
444	0.9952441749	0.03399777583
445	0.9952441749	0.03393700634
446	0.9952441749	0.03389207236
447	0.9952441749	0.0338698105
448	0.9952441749	0.03378568287
449	0.9952441749	0.03370739309
450	0.9952441749	0.0336691074
451	0.9952441749	0.03360227474
452	0.9952441749	0.03352623806
453	0.9952441749	0.03346895917
454	0.9952441749	0.03340510597
455	0.9952726188	0.03329682658
456	0.995286839	0.03323040082
457	0.995301058	0.03318239659
458	0.995301058	0.03311370766
459	0.9953294927	0.03306243812
460	0.9953294927	0.03300234119
461	0.9953294927	0.0329194309
462	0.9953294927	0.03281530459
463	0.9953294927	0.03273535022
464	0.9953152759	0.03269711161
465	0.9953152759	0.03264964879
466	0.9953152759	0.03256241391
467	0.9953152759	0.032492511
468	0.9953732387	0.03238244932
469	0.9953732387	0.03234416026
470	0.9953732387	0.03227008073
471	0.9954016441	0.03216014683
472	0.9954158532	0.03206718508
473	0.9954158532	0.031975175
474	0.9954158532	0.03195209261
475	0.9954158532	0.03191476197
476	0.9954158532	0.03187094108
477	0.9954158532	0.03182531099
478	0.9954158532	0.03175355517
479	0.9954158532	0.03167739406
480	0.9954158532	0.03164628799
481	0.9954300613	0.03161580404
482	0.9954300613	0.03155649737
483	0.9954444175	0.03147513061
484	0.9954444175	0.03142205188
485	0.9954588067	0.03135947992
486	0.9954588067	0.03128860179
487	0.9954446441	0.03124083968
488	0.9954588067	0.03118741795
489	0.9954588067	0.0311122724
490	0.9954588067	0.03107871148
491	0.9954588067	0.03102573363
492	0.9954588067	0.030953581
493	0.9954588067	0.03093180339
494	0.9954585855	0.03083116095
495	0.9954729682	0.03075742107
496	0.9954729682	0.03070744958
497	0.9954871286	0.03063522633
498	0.9954871286	0.03056820536
499	0.9954871286	0.03052635508
500	0.9954871286	0.03046219923
501	0.9954871286	0.03039148252
502	0.9955589796	0.03032298191
503	0.9955930638	0.03028430277
504	0.9955930638	0.03019965726
505	0.9955930638	0.03015673761
506	0.9955930638	0.03010808771
507	0.9955930638	0.03003343314
508	0.9955930638	0.03000185628
509	0.9956073932	0.02992915214
510	0.9956073932	0.02986098108
511	0.9956073932	0.02977958406
512	0.9956073932	0.02975213337
513	0.9955932457	0.02969349254
514	0.9955649096	0.02964474513
515	0.9955790646	0.02960828208
516	0.9955934061	0.02958717031
517	0.9955934061	0.02954729064
518	0.9955934061	0.02950690992
519	0.995607775	0.02947782154
520	0.995607775	0.02944505087
521	0.995607775	0.02941032305
522	0.9956221375	0.0293352683
523	0.9956221375	0.02928153046
524	0.995684394	0.02918824587
525	0.995684394	0.02913988182
526	0.9956645816	0.02902470528
527	0.9956504599	0.02893274228
528	0.9956645816	0.02888406212
529	0.9956645816	0.02885341676
530	0.9956645816	0.02880666685
531	0.9956645816	0.02876270473
532	0.9956504599	0.0287160389
533	0.9956985863	0.02866862652
534	0.9956985863	0.02860445721
535	0.9956985863	0.02856667595
536	0.9957127016	0.02851416554
537	0.9957127016	0.02845575338
538	0.9956985483	0.02841616964
539	0.995712669	0.028368727
540	0.9957268159	0.02831659995
541	0.9957127016	0.02828833546
542	0.9956985483	0.0282411383
543	0.9956985483	0.02819537538
544	0.9957559451	0.02817600219
545	0.9956985483	0.02809127093
546	0.9957127016	0.0280645113
547	0.9957127016	0.02802882003
548	0.9957268159	0.02794904893
549	0.9957268159	0.02791369562
550	0.9957268159	0.02788119566
551	0.9957268159	0.02781217717
552	0.9957409292	0.02777387635
553	0.9957409292	0.02773775295
554	0.9958124656	0.02765436514
555	0.9958124656	0.02763781839
556	0.9957550688	0.02762372482
557	0.9957550688	0.02758248321
558	0.9958124656	0.02751405994
559	0.9957550688	0.0274555469
560	0.9958124656	0.02742506968
561	0.9958124656	0.0273794749
562	0.9957693634	0.0272858574
563	0.995803292	0.0272642227
564	0.995803292	0.02722246659
565	0.995803292	0.02719797182
566	0.995803292	0.02716670769
567	0.9958372713	0.02714293929
568	0.9958372713	0.0271189439
569	0.995803292	0.02706227873
570	0.995803292	0.02703832201
571	0.9958372713	0.02700472072
572	0.9958513709	0.02696145806
573	0.9958513709	0.02692588617
574	0.9958654917	0.02687076789
575	0.9958797673	0.02685186717
576	0.9958654917	0.02676164275
577	0.9959228886	0.02670519952
578	0.9959227282	0.02666423703
579	0.9959227282	0.02663084929
580	0.9958653313	0.0265998256
581	0.9958795894	0.0265692559
582	0.9958795894	0.02654616006
583	0.9959369863	0.02649906547
584	0.9958936862	0.02641786854
585	0.9959651899	0.02637127669
586	0.995965179	0.02631465187
587	0.995965179	0.02627230221
588	0.995965179	0.02618329849
589	0.995979274	0.02614016698
590	0.995965179	0.02610072449
591	0.9960219932	0.02601191245
592	0.9960219932	0.02596186362
593	0.9960219932	0.02593249108
594	0.9960219932	0.02588395216
595	0.9960219932	0.02583914597
596	0.9960501373	0.02579928311
597	0.9960501373	0.02577112455
598	0.9960501373	0.02568951399
599	0.9960501373	0.02566621807
600	0.9960501373	0.02562162541
601	0.9960501373	0.02560553264
602	0.9960501373	0.0255855121
603	0.9960641999	0.02556624315
604	0.9960501373	0.02553292267
605	0.9960641999	0.02549158186
606	0.9960501319	0.02545520457
607	0.9960641999	0.02541563092
608	0.9960501319	0.02537813717
609	0.9960641999	0.02535938105
610	0.9960641999	0.02533658787
611	0.9960641999	0.02526650841
612	0.9960641999	0.02523312571
613	0.9960641999	0.02512051501
614	0.9960501319	0.02509550909
615	0.9960923337	0.02504777388
616	0.9960923337	0.02501682082
617	0.9960923337	0.02500267848
618	0.9960923337	0.02495290709
619	0.996106383	0.02491467857
620	0.996106383	0.02487394307
621	0.996106383	0.02480014769
622	0.996106383	0.02471675148
623	0.9961205753	0.0246830409
624	0.9961205753	0.02461842771
625	0.9961065323	0.02459426922
626	0.9960923337	0.02456803251
627	0.9960923337	0.02454787746
628	0.9960923337	0.0245274332
629	0.9961065323	0.02449356962
630	0.9961205753	0.02445517296
631	0.9961205753	0.02444793617
632	0.9961205753	0.02442108911
633	0.9961205753	0.02437853264
634	0.9961205753	0.02432779275
635	0.9961205753	0.02430475577
636	0.9961205753	0.02427100988
637	0.9961205753	0.02424187947
638	0.996148659	0.02417232461
639	0.996148659	0.02414696728
640	0.996148659	0.0241232241
641	0.9961346175	0.02407780251
642	0.996148659	0.02401563912
643	0.9961204314	0.02398674411
644	0.9961346175	0.02397361566
645	0.9961346175	0.02395753298
646	0.996148659	0.02389629101
647	0.9961346175	0.02387664879
648	0.9961346175	0.02385221623
649	0.9961346175	0.02381546063
650	0.996148659	0.0237667771
651	0.996148659	0.02373789722
652	0.996148659	0.02370116347
653	0.9961346175	0.02364813014
654	0.996148659	0.02361552593
655	0.996148659	0.02360263625
656	0.996148659	0.02359633601
657	0.996148659	0.0235478408
658	0.996148659	0.02350603256
659	0.996148659	0.02348492415
660	0.996148659	0.02346727103
661	0.996148659	0.02345984425
662	0.996148659	0.0234327786
663	0.996148659	0.02338851719
664	0.996148659	0.02336352808
665	0.996148659	0.02334044065
666	0.9961626997	0.02327615029
667	0.9961626997	0.02325049871
668	0.9961626997	0.02324031441
669	0.9961626997	0.02322372899
670	0.9961626997	0.02319851794
671	0.9961626997	0.02316055172
672	0.9961626997	0.02313395687
673	0.9961626997	0.02311532013
674	0.9961626997	0.02308772988
675	0.9961626997	0.02307456277
676	0.9961626997	0.02304405864
677	0.9961626997	0.02300454888
678	0.996148659	0.02298839895
679	0.996148659	0.02294639062
680	0.9961628559	0.02291997904
681	0.9962202462	0.02289231818
682	0.9961628559	0.02287142667
683	0.9961628559	0.02285896238
684	0.9961628559	0.0228323339
685	0.9961768904	0.02279706466
686	0.9961768904	0.02278479542
687	0.9961768904	0.02275630562
688	0.9961768904	0.02273730065
689	0.9961768904	0.02270892351
690	0.9961768904	0.02269414392
691	0.9961768904	0.02262908515
692	0.9961768904	0.0226051133
693	0.9961768904	0.02256901344
694	0.9961768904	0.02250698289
695	0.9961768904	0.02245661123
696	0.9961768904	0.02243776768
697	0.9962342807	0.02240139039
698	0.9962342807	0.02238271162
699	0.9961768904	0.02235252359
700	0.9961768904	0.0223375456
701	0.9962202615	0.02230597882
702	0.9962202615	0.02227619098
703	0.9962202615	0.02224008271
704	0.99622009	0.02220363312
705	0.99622009	0.0221709852
706	0.99622009	0.02215847888
707	0.99622009	0.022132375
708	0.99622009	0.02209375975
709	0.99622009	0.0220822236
710	0.9962775504	0.02206732632
711	0.9962915904	0.02205299735
712	0.9962915146	0.02197716915
713	0.9963488743	0.02194805387
714	0.9963488743	0.0219187839
715	0.9964061541	0.0218792052
716	0.9964774702	0.02183122619
717	0.9964916543	0.02179289006
718	0.9964916543	0.02175763427
719	0.9964774702	0.02173309578
720	0.9964774702	0.02171614045
721	0.9965058264	0.02170187538
722	0.9965058264	0.02167823308
723	0.9964916543	0.02165863962
724	0.9964916543	0.02162473232
725	0.9964916543	0.02161663802
726	0.9964916543	0.02158578584
727	0.9964916543	0.02153745877
728	0.9964916543	0.02151915999
729	0.9964916543	0.02149377912
730	0.9964916543	0.02143136017
731	0.9964916543	0.02141325139
732	0.9964916543	0.02139511066
733	0.9964916543	0.0213823639
734	0.9965058264	0.02135731426
735	0.9965058264	0.02133730718
736	0.9965199746	0.02130631208
737	0.9965199746	0.02128359792
738	0.9965199746	0.02125871138
739	0.9965199746	0.02122117896
740	0.9965199746	0.02119034696
741	0.9965199746	0.02113833761
742	0.9965199746	0.02111563859
743	0.9965199746	0.0210930808
744	0.9965199746	0.021073563
745	0.9965199746	0.02105726006
746	0.9965199746	0.0210417356
747	0.996505954	0.02099330765
748	0.996505954	0.02097895683
749	0.996505954	0.02097113155
750	0.996505954	0.02094560776
751	0.996505954	0.02091932397
752	0.996505954	0.02089474681
753	0.996505954	0.02088991948
754	0.9965199746	0.02085329166
755	0.9965199746	0.02080999369
756	0.9965199746	0.02077643444
757	0.9965339781	0.02074935198
758	0.9965339781	0.02072260581
759	0.9965339781	0.0207123139
760	0.9965339781	0.020684078
761	0.9965199746	0.02065352679
762	0.9965339781	0.02062361116
763	0.9965199746	0.02058476051
764	0.9965199746	0.02053189869
765	0.9965339781	0.02048507985
766	0.9965339781	0.02045276484
767	0.9965339781	0.02044095294
768	0.9965679089	0.02039482348
769	0.9965679089	0.02038863757
770	0.9965679089	0.02033179585
771	0.9965679089	0.02028975726
772	0.9965679089	0.02028127623
773	0.9965679089	0.02024620876
774	0.9965679089	0.02022993272
775	0.9965339781	0.02020327229
776	0.9965339781	0.02017978805
777	0.9965339781	0.02014418757
778	0.9965339781	0.02011133788
779	0.9965339781	0.02009236149
780	0.9965339781	0.02007617457
781	0.9965481318	0.0200602264
782	0.9965481318	0.02004227231
783	0.9965481318	0.02001120491
784	0.9965481318	0.01998499006
785	0.9965481318	0.01995429257
786	0.9965481318	0.01992410959
787	0.9965481318	0.01991274999
788	0.9965481318	0.01989446467
789	0.9965481318	0.01987674261
790	0.9965481318	0.01986778575
791	0.9965481318	0.01982428096
792	0.996582063	0.01979574577
793	0.996596071	0.01975702291
794	0.9965819514	0.01972667347
795	0.9965819514	0.01969588519
796	0.996596071	0.01968425488
797	0.996596071	0.01965516986
798	0.9966100619	0.01962741148
799	0.996596071	0.01958760916
800	0.996596071	0.01957518522
801	0.996596071	0.01955285611
802	0.996596071	0.01953459769
803	0.996596071	0.01951923129
804	0.996596071	0.01948195108
805	0.9966100619	0.01946515044
806	0.9966100619	0.01945137129
807	0.996596071	0.01943860099
808	0.9966100619	0.01942104035
809	0.996596071	0.01940568404
810	0.996596071	0.01938660172
811	0.996596071	0.0193384159
812	0.996596071	0.01933039558
813	0.996596071	0.01931572192
814	0.996596071	0.0193102607
815	0.996596071	0.0192920544
816	0.996596071	0.01927053404
817	0.996596071	0.01925562835
818	0.996596071	0.01922527051
819	0.996596071	0.01921046233
820	0.9966100619	0.01918989702
821	0.9966100619	0.01916972347
822	0.9966100619	0.01915602503
823	0.996596071	0.01914788533
824	0.996596071	0.01911493979
825	0.996596071	0.01908668875
826	0.996596071	0.01907099616
827	0.9966241913	0.01905876055
828	0.9966381699	0.01903562435
829	0.9966521478	0.01902512395
830	0.9966662705	0.01900736155
831	0.9966662705	0.01899602885
832	0.9966521761	0.01896507074
833	0.9966802527	0.01895805086
834	0.9966802527	0.01893148795
835	0.9966381699	0.01890977592
836	0.9966521478	0.0188620054
837	0.9966521478	0.01881734717
838	0.9966661361	0.0187834735
839	0.9966521643	0.01876515622
840	0.9966521643	0.01874676497
841	0.9966661361	0.01872531187
842	0.9966661361	0.01870875839
843	0.9966521643	0.01868220894
844	0.9966521643	0.0186722365
845	0.9966521643	0.01866166548
846	0.9966801073	0.01864175087
847	0.9966801073	0.01862021034
848	0.9966801073	0.01858273677
849	0.9966942178	0.01854718169
850	0.9966942178	0.01853246263
851	0.9966942178	0.01851609748
852	0.9966942178	0.01850922556
853	0.9966942178	0.01846890873
854	0.9966942178	0.01845638559
855	0.9966942178	0.01844116547
856	0.9966801355	0.01840435438
857	0.9966801355	0.01838668277
858	0.9967374103	0.01836689763
859	0.9966801355	0.01834783549
860	0.9966801355	0.01833841455
861	0.9966941061	0.01831927675
862	0.9966941061	0.01829739153
863	0.9966941061	0.018293225
864	0.9966941061	0.01828112221
865	0.9966941061	0.01827600232
866	0.9967513809	0.01826598785
867	0.9967513809	0.01824232033
868	0.9967653508	0.01822320271
869	0.9967653508	0.01820481986
870	0.9967653508	0.01819132991
871	0.9967653508	0.01817143548
872	0.9967653508	0.01815744447
873	0.9967653508	0.01813461766
874	0.9967653508	0.01812067037
875	0.9967794208	0.01811011953
876	0.9967794208	0.01809705162
877	0.9967653508	0.01809282287
878	0.9967794208	0.01808276804
879	0.9967794208	0.01807099986
880	0.9967794208	0.01806297618
881	0.9967794208	0.01803804592
882	0.9967794208	0.01800958302
883	0.9967794208	0.01799713387
