iter	TotalF1	MultiClass
884	0.9967653508	0.01798959107
885	0.9967653508	0.01797580183
886	0.9967794208	0.01796661629
887	0.9967794208	0.0179428832
888	0.9967653508	0.01793467456
889	0.9967794208	0.01791748215
890	0.9967794208	0.01790056045
891	0.9967794208	0.01788517051
892	0.9967794208	0.01787988584
893	0.9967794208	0.017874734
894	0.9967794208	0.01787018411
895	0.9967794208	0.01786178547
896	0.9967794208	0.01784511766
897	0.9967794208	0.01782365111
898	0.9967794208	0.01781651689
899	0.9967794208	0.01780075704
900	0.9967794208	0.01779131592
901	0.9967794208	0.01778231702
902	0.9967794208	0.01776953327
903	0.9967794208	0.01775442749
904	0.9967794208	0.01774556982
905	0.9967933841	0.01772271779
906	0.9967933841	0.01771421995
907	0.9967933841	0.01769808683
908	0.9967933841	0.01769258862
909	0.9968073468	0.01766577686
910	0.9968073468	0.01764440952
911	0.9968073468	0.01760858877
912	0.9968073468	0.01759676678
913	0.9968073468	0.01757735155
914	0.9968073468	0.01755622969
915	0.9968073468	0.01755156546
916	0.9968212979	0.01749480445
917	0.9968212979	0.01747787938
918	0.9968212979	0.01746306616
919	0.9968212979	0.01745876512
920	0.996835254	0.01744056555
921	0.996835254	0.01743325814
922	0.996835254	0.01741323592
923	0.996835254	0.01739042928
924	0.996835254	0.01737645677
925	0.996835254	0.0173721221
926	0.996835254	0.01735111625
927	0.996821309	0.01732716458
928	0.996821309	0.01730958545
929	0.996835254	0.01728219193
930	0.9968491985	0.01726596969
931	0.9968491985	0.01723553618
932	0.9968491985	0.01720534816
933	0.9968491985	0.01720006853
934	0.9968631425	0.01717823375
935	0.996920295	0.01716327762
936	0.996920295	0.01714065426
937	0.996920295	0.01713261208
938	0.996920295	0.01712179893
939	0.996920295	0.0171076381
940	0.996920295	0.01710558678
941	0.996920295	0.01707705159
942	0.996920295	0.01706992578
943	0.996920295	0.01705724122
944	0.996920295	0.01703853386
945	0.9969343281	0.01702458153
946	0.9969343281	0.01701679156
947	0.9969343281	0.01699915022
948	0.9969343281	0.01699308537
949	0.9969343281	0.01696020373
950	0.9969343281	0.01695311827
951	0.9969343281	0.01693454543
952	0.9969343281	0.01692823174
953	0.9969343281	0.01691879062
954	0.9969343281	0.01690312157
955	0.9969343281	0.01689641443
956	0.9969343281	0.01689285152
957	0.9969343281	0.01688333306
958	0.9969343281	0.01687491257
959	0.9969343281	0.01684889612
960	0.9969343281	0.01682518152
961	0.9969343281	0.01681396653
962	0.9969343281	0.0167905798
963	0.9969343281	0.016771289
964	0.9969343281	0.01675576959
965	0.9969483779	0.01673542454
966	0.9969483779	0.01672172946
967	0.9969344461	0.01669736247
968	0.9969344461	0.0166761784
969	0.9969203902	0.0166637427
970	0.9969483779	0.01664951293
971	0.9969343281	0.01662978327
972	0.9969483779	0.0166052078
973	0.9969483779	0.01659898322
974	0.9969483779	0.01659331182
975	0.9969483779	0.0165599409
976	0.9969343281	0.01654583219
977	0.9969343281	0.01653018668
978	0.9969343281	0.01651382993
979	0.9969343281	0.01650644182
980	0.9969343281	0.01650206679
981	0.9969483779	0.01648027236
982	0.9969483779	0.01647518946
983	0.9969483779	0.01645061735
984	0.9969483779	0.0164383481
985	0.9969483779	0.01642034694
986	0.9969483779	0.01640819707
987	0.9969483779	0.01639315014
988	0.9969483779	0.01638153328
989	0.9969483779	0.01637331119
990	0.9969483779	0.01635956399
991	0.9969483779	0.01632668571
992	0.9969483779	0.01631417771
993	0.9969483779	0.01630026405
994	0.9969483779	0.01629371496
995	0.9969483779	0.01627210044
996	0.9969483779	0.01626085686
997	0.9969623093	0.01625772608
998	0.9969483779	0.01623965597
999	0.9969623093	0.01622712947
